Feature Name	Cluster 0	Cluster 1	Symbol
ASAH1	-0.013815916699584143	0.013815916699584038	ASAH1
ASB13	-0.018186517557065983	0.01818651755706601	ASB13
ASB6	0.012806137830894605	-0.012806137830894695	ASB6
ASCC2	0.02161429623121345	-0.021614296231213404	ASCC2
ASH1L	-0.01596911331050273	0.015969113310502717	ASH1L
ASPH	-0.0233002059103373	0.023300205910337324	ASPH
ASXL1	0.01426322405061075	-0.0142632240506106	ASXL1
ATF3	0.024572009134207456	-0.024572009134207463	ATF3
ATF4	0.021324150081787684	-0.021324150081787598	ATF4
ATF6B	0.022317013604827747	-0.022317013604827782	ATF6B
ATG13	0.01499936825214371	-0.01499936825214381	ATG13
ATG16L2	-0.005007870020052609	0.005007870020052689	ATG16L2
ATG2A	0.01416004017555406	-0.01416004017555404	ATG2A
ATG4B	-0.007703240629507362	0.007703240629507372	ATG4B
ATM	-0.0008696911670046453	0.0008696911670046075	ATM
ATN1	0.006982008076002614	-0.006982008076002517	ATN1
ATP11A	0.010307680028264371	-0.010307680028264642	ATP11A
ATP13A1	-0.0036097532176221523	0.003609753217622172	ATP13A1
ATP13A2	0.012966074674783369	-0.012966074674783392	ATP13A2
ATP1A1	0.0211996383224468	-0.021199638322446847	ATP1A4
ATP2A2	-0.019772818788932875	0.01977281878893272	ATP2A2
ATP2A3	0.022886385835074748	-0.022886385835074862	ATP2A3
ATP2B1	0.01098151840949028	-0.01098151840949012	ATP2B1
ATP2B1-AS1	-0.007967031276672537	0.007967031276672854	ATP2B1-AS1
ATP2B4	-0.015123793923311271	0.015123793923311363	ATP2B4
ATP5F1A	-0.01789912539396112	0.017899125393961202	ATP5F1A
ATP5F1B	-0.007774478590476254	0.007774478590476291	ATP5F1B
ATP5F1D	0.014508229105433309	-0.014508229105433227	ATP5F1D
ATP5F1E	-0.008001667621213973	0.00800166762121374	ATP5F1E
ATP5MC2	-0.004792768545787711	0.004792768545787671	ATP5MC2
ATP5PB	-0.02048146218250911	0.0204814621825091	ATP5PB
ATP6	-0.0076941628027794315	0.007694162802779222	ATP6
ATP6AP1	0.017419479940518897	-0.017419479940518963	ATP6AP1
ATP6V0A1	-0.015532051306240632	0.015532051306240715	ATP6V0A1
ATP6V0B	-0.05047021625597363	0.050470216255973664	ATP6V0B
ATP6V0D1	-0.007697254740828191	0.007697254740828203	ATP6V0D1
ATP6V0E1	-0.05405940729211238	0.05405940729211228	ATP6V0E1
ATP6V1B2	-0.01808489419631236	0.01808489419631211	ATP6V1B2
ATP6V1G1	0.017352958319246978	-0.017352958319246912	ATP6V1G1
ATP8	-0.0066267790442079404	0.006626779044208263	ATP8
ATP8B2	0.011379980667976741	-0.011379980667976837	ATP8B2
ATRX	0.009233673909598335	-0.009233673909598762	ATRX
ATXN2L	0.020298210411802537	-0.020298210411802603	ATXN2L
ATXN7L3	0.01154152659266517	-0.011541526592665177	ATXN7L3
AUP1	-0.002356793140872068	0.0023567931408721	AUP1
AURKAIP1	0.011034505806573254	-0.011034505806573345	AURKAIP1
AXIN1	0.015207987181150497	-0.015207987181150509	AXIN1
B2M	-0.0071460583182937016	0.00714605831829347	B2M
B4GALT1	0.012341481036331042	-0.012341481036330891	B4GALT1
BACH1	-0.013030575598120571	0.013030575598120406	BRIP1
BAG1	0.016761272934122082	-0.016761272934122058	BAG1
BAG6	0.02370124745221467	-0.023701247452214684	BAG6
BAP1	0.01767478657138763	-0.01767478657138766	MAGI1
BAX	-0.01563281214461517	0.015632812144615073	BAX
BAZ2A	-0.016789954336885415	0.016789954336885463	BAZ2A
BCAP31	0.01572972952958587	-0.015729729529585908	BCAP31
BCL11B	-0.015010391931774782	0.015010391931774685	BCL11B
BCL2	-0.016633970801315068	0.01663397080131485	BCL2
BCL3	0.0043677511351913854	-0.0043677511351913455	BCL3
BCL6	0.011082960590956072	-0.011082960590956264	BCL6
BCL7B	0.004518023791597812	-0.0045180237915977885	BCL7B
BCL9L	0.013692713739524966	-0.013692713739524985	BCL9L
BCLAF1	-0.010287911220934979	0.010287911220934828	BCLAF1
BCR	0.015064626238071331	-0.015064626238071359	RN7SL263P
BET1L	-0.01519161847171829	0.015191618471718196	BET1L
BHLHE40	-0.050476928607819535	0.05047692860781959	BHLHE40
BICRA	0.012151536968486651	-0.0121515369684866	BICRA
BICRAL	-0.057810657213853735	0.057810657213853714	BICRAL
BIN1	-0.014601583506587497	0.014601583506587456	BIN1
BIN2	0.016681201536997866	-0.016681201536997883	BIN2
BIRC3	-0.048784295450646616	0.0487842954506467	BIRC3
BIRC6	0.016517381689761967	-0.016517381689761967	BIRC6
BNIP3L	-0.01972984421552712	0.019729844215527325	BNIP3L
BOD1L1	0.01235533428021604	-0.012355334280216462	BOD1L1
BOP1	-0.018386824872836542	0.018386824872836386	BOP1
BPTF	0.00996389431444888	-0.009963894314449242	BPTF
BRAT1	-0.01658334900653396	0.01658334900653396	BRAT1
BRD1	0.01090333182912203	-0.010903331829121931	BRD1
BRD2	0.016123560126462374	-0.016123560126462343	BRD2
BRD4	-0.016228657945435702	0.016228657945435754	BRD4
BRD8	-0.02359062783569033	0.023590627835690298	BRD8
BRD9	0.014454807739010362	-0.01445480773901036	BRD9
BRF1	-0.007490561367971195	0.0074905613679712175	BRF1
BRF2	-0.022639508807207297	0.022639508807207415	BRF2
BRI3	0.0007259410954104745	-0.0007259410954106233	ITM2C
BRK1	0.013337951113360377	-0.013337951113360318	BRK1
BRWD1	-0.020619889857850616	0.02061988985785083	BRWD1
BSG	-0.010111973918006356	0.010111973918006216	BSG
BST2	0.005410271366219495	-0.005410271366219513	BST2
BTAF1	-0.048757053017965235	0.048757053017965235	BTAF1
BTBD2	-0.007510424351010039	0.007510424351009941	BTBD2
BTBD7	-0.024442133486146888	0.02444213348614668	BTBD7
BTF3	0.020034429179936253	-0.02003442917993625	BTN3A3
BTG1	0.015019740441525656	-0.01501974044152584	BTG1
BTG2	-0.005174023079237211	0.005174023079237453	BTG2
BTN3A1	0.01312466780613074	-0.01312466780613074	BTN3A1
BTN3A2	-0.014101405180146069	0.014101405180146187	BTN3A2
BUD31	-0.01935608685837684	0.01935608685837672	BUD31
C11orf21	0.011656533666612172	-0.011656533666612096	C11ORF21
C11orf24	-0.054929776437528416	0.054929776437528485	C11ORF24
C15orf39	-0.011807346857637676	0.011807346857637605	C15ORF39
C19orf24	-0.018899748274441498	0.01889974827444169	FAM174C
C19orf38	-0.05110809005081884	0.051108090050818886	C19ORF38
C1orf174	-0.019780861498874897	0.01978086149887504	C1ORF174
C1orf198	-0.023972807111771927	0.02397280711177191	C1ORF198
C1orf35	0.016815800848539342	-0.01681580084853927	C1ORF35
C1orf43	0.01621374116676865	-0.01621374116676861	C1ORF43
C2orf69	-0.02561104980894686	0.0256110498089468	C2ORF69
C4orf3	-0.02211685217062568	0.022116852170625447	C4ORF3
C4orf48	0.0160321560139792	-0.0160321560139792	C4ORF48
C6orf62	-0.010279236362962263	0.010279236362962029	C6ORF62
C6orf89	0.013623719063309395	-0.013623719063309387	C6ORF89
C7orf26	0.014285718582637169	-0.014285718582637146	C7ORF26
C9orf64	-0.030024271508310694	0.030024271508310774	C9ORF64
CABIN1	0.018494809556074816	-0.01849480955607477	CABIN1
CABP4	-0.05093592195590318	0.05093592195590313	CABP4
CALCOCO1	0.013378210374345008	-0.013378210374344996	CALCOCO1
CALHM6	0.00041795339028910126	-0.00041795339028904375	CALHM6
CALM1	0.0007101432922048193	-0.0007101432922048021	CALM1
CALM2	-0.012864944505110302	0.012864944505110273	CALM2
CALM3	-0.010704816078364135	0.010704816078364245	CALM3
CALR	-0.003004830703584793	0.003004830703584777	CALR
CAMK2D	0.007313065106387212	-0.007313065106387186	CAMK2D
CAMK2G	0.0151878729528919	-0.015187872952891987	CAMK2G
CAMTA2	0.014968891356817506	-0.01496889135681742	CAMTA2
CANX	0.01183107010753262	-0.011831070107532822	CANX
CAP1	0.012215020478243604	-0.012215020478243457	CAP1
CAPG	0.012614746360846227	-0.012614746360846252	NCAPG
CAPN1	0.01866094901794996	-0.01866094901794987	CAPN1
CAPN15	0.016349450001947523	-0.016349450001947673	CAPN15
CAPN2	0.015620235077866732	-0.01562023507786669	CAPN2
CAPNS1	0.020056060418495142	-0.020056060418495347	CAPNS1
CAPRIN1	-0.010588385511617242	0.010588385511617471	CAPRIN1
CAPZA1	-0.010339966431180372	0.01033996643118058	CAPZA1
CAPZB	0.023330406676478312	-0.023330406676478302	CAPZB
CARD11	0.01753368548182117	-0.017533685481821132	CARD11
CARD19	-0.00915723130662321	0.009157231306623234	CARD19
CARD8	-0.04850189380407297	0.04850189380407293	CARD8
CARMIL2	0.01159694311152328	-0.011596943111523195	CARMIL2
CARS	0.01586907051969296	-0.015869070519692934	CARS1
CARS2	0.015319984177909753	-0.015319984177909697	CARS2
CASP1	-0.015839870372906892	0.015839870372906868	CASP1
CAST	0.002261857542576047	-0.0022618575425757755	ERC2
CAVIN2	-0.012811084491184682	0.012811084491185041	CAVIN2
CBFA2T3	-0.05025207173915778	0.05025207173915769	CBFA2T3
CBX4	0.013556942125195115	-0.013556942125195114	CBX4
CBX5	-0.05903685296293897	0.05903685296293886	CBX5
CBX6	-0.006864139983715332	0.00686413998371534	CBX6
CC2D1A	0.014007547230917038	-0.014007547230916965	CC2D1A
CCAR2	0.01698856752400981	-0.01698856752400967	CCAR2
CCDC130	0.013870272904372349	-0.013870272904372205	CCDC130
CCDC69	0.020338868026483933	-0.02033886802648394	CCDC69
CCDC71L	-0.0537998060396255	0.05379980603962538	CCDC71L
CCDC85B	0.012312568526392006	-0.01231256852639209	CCDC85B
CCDC88B	0.02027503248890105	-0.020275032488901033	CCDC88B
CCDC88C	-0.013379724643560771	0.013379724643560685	CCDC88C
CCDC9	0.008900532145321289	-0.008900532145321298	CCDC9
CCL3	-0.01203159993075332	0.012031599930753131	CCL3
CCL3L1	-0.012028520428075309	0.012028520428076402	CCL3L1
CCL4	-0.047061816087099625	0.04706181608709957	CCL4
CCL4L2	-0.04497001632800314	0.044970016328003314	CCL4L2
CCL5	0.017136699113930242	-0.01713669911393017	CCL5
CCM2	0.018289776933532103	-0.018289776933532058	CCM2
CCND3	0.02109084407697473	-0.021090844076974858	CCND3
CCNH	-0.02225237649880183	0.02225237649880196	CCNH
CCNI	-0.007020394160177852	0.00702039416017773	CCNI
CCNL1	0.017134343509941488	-0.017134343509941547	CCNL1
CCNL2	0.02152215115135972	-0.02152215115135969	CCNL2
CCNY	0.012894106441434149	-0.012894106441434138	CCNY
CCR7	-0.01216674793416586	0.012166747934165846	CCR7
CCT4	-0.01669636451760503	0.016696364517604957	CCT4
CCT7	0.01665440077397725	-0.016654400773977226	CCT7
CD14	0.007347380968674137	-0.007347380968674111	NDUFA2
CD163	-0.049881873949749606	0.04988187394974971	CD163
CD164	0.008764722594646224	-0.00876472259464609	CD164
CD19	0.0008965111054100959	-0.0008965111054100913	CD19
CD247	-0.0035079233930408148	0.003507923393040733	CD247
CD2BP2	0.014660415793458169	-0.014660415793458082	CD2BP2
CD300A	-0.00829923550576265	0.008299235505762764	CD300A
CD300E	-0.006934369940424117	0.006934369940424079	CD300E
CD37	-0.0054849454577543715	0.0054849454577543325	CD37
CD3E	0.019009594615701644	-0.01900959461570147	CD3E
CD4	0.02129798654833999	-0.021297986548339986	CD4
CD44	0.01932564821592108	-0.019325648215921084	CD44
CD46	-0.012326657580442888	0.01232665758044302	CD46
CD47	-0.010230370794753208	0.010230370794752952	CD47
CD48	0.016636768031834313	-0.016636768031834264	CD48
CD5	0.015179000703663329	-0.015179000703663315	CD5
CD52	-0.005918358687682545	0.0059183586876824824	CD52
CD53	0.01648392688149947	-0.016483926881499626	CD53
CD59	-0.023279153042438563	0.023279153042438498	CD59
CD6	0.019367948507738163	-0.0193679485077382	CD6
CD69	-0.06472913024935469	0.06472913024935459	CD69
CD7	-0.01254901664729883	0.01254901664729833	CD7
CD74	0.03229696752665905	-0.03229696752665884	CD74
CD81	0.013398013455556732	-0.013398013455556643	CD81
CD83	-0.007671966853659195	0.00767196685365939	CD83
CD8A	0.011032562905213743	-0.011032562905213737	CD8A
CD93	-0.017609928832560275	0.01760992883255996	CD93
CD99	0.018835300221201837	-0.0188353002212018	CD99
CDC14A	-0.024446638438841137	0.02444663843884152	CDC14A
CDC25B	0.01806425855854385	-0.018064258558543937	CDC25B
CDC37	0.015305970923053329	-0.015305970923053329	CDC37
CDC42BPB	-0.019003120742453083	0.01900312074245299	CDC42BPB
CDC42SE1	0.015967154398181863	-0.015967154398181818	CDC42SE1
CDC42SE2	-0.00860578295967698	0.008605782959676726	CDC42SE2
CDIP1	-0.013293258492495132	0.013293258492495042	CDIP1
CDIPT	0.013914968027737024	-0.013914968027736998	CDIPT
CDK10	0.013555964734213492	-0.013555964734213312	CDK10
CDK9	0.019512708866250457	-0.019512708866250447	CDK9
CDKN1B	-0.01663388462936046	0.016633884629359986	CDKN1B
CDKN1C	-0.008605622683925403	0.008605622683925219	CDKN1C
CDKN2D	-0.008015864656123198	0.00801586465612335	CDKN2D
CDV3	0.014911595149011456	-0.014911595149011287	CDV3
CEBPA	0.00033945442644199846	-0.0003394544264419793	CEBPA
CEBPB	0.027027550554220438	-0.0270275505542204	CEBPB
CEBPD	0.0015807898224534606	-0.0015807898224534547	CEBPD
CELF1	0.0125201140649545	-0.01252011406495449	CELF1
CELF2	0.014727296938192375	-0.014727296938192375	CELF2
CENPB	0.014776539247243684	-0.014776539247243828	CENPB
CENPT	0.014230155702186447	-0.014230155702186381	CENPT
CEP164	0.013935642019920213	-0.01393564201992025	CEP164
CERK	-0.0029298455800978174	0.002929845580097849	CERK
CES2	0.0143140084995511	-0.014314008499551056	CES2
CFD	0.02269202711975183	-0.02269202711975185	PIKFYVE
CFL1	0.022908012949730626	-0.02290801294973057	VPS72
CFLAR	0.01728877460597244	-0.017288774605972366	CFLAR
CFP	-0.011650760454768365	0.011650760454768537	CFP
CHCHD2	-0.007559967446682425	0.007559967446682484	CHCHD2
CHD1	0.010538673740542641	-0.010538673740542785	CHD1
CHD2	0.016884620179642245	-0.016884620179642026	DSCAM
CHD3	0.021923451648223114	-0.02192345164822311	CHD3
CHD7	-0.016018299513548467	0.016018299513548575	CHD7
CHD9	-0.020944861809874333	0.02094486180987461	CHD9
CHFR	0.017863190527286462	-0.017863190527286434	CHFR
CHMP1A	0.013646681953699507	-0.013646681953699478	CHMP1A
CHMP2A	0.019380111530568674	-0.01938011153056872	CHMP2A
CHMP4B	-0.05060271760241936	0.0506027176024193	CHMP4B
CHMP7	-0.013876472401220512	0.013876472401220764	CHMP7
CHP1	-0.015290365549355369	0.015290365549355315	CHORDC1
CHPF2	0.013729255516993765	-0.013729255516993676	CHPF2
CHST11	-0.006599728285392858	0.006599728285392879	CHST11
CHST2	-0.009151253854399282	0.009151253854399572	CHST2
CHTF8	-0.022233611045354918	0.022233611045354963	DERPC
CIAO1	0.013507537008727859	-0.013507537008727859	CIAO1
CIB1	-0.0053606878084201115	0.005360687808420009	CIB1
CIC	0.01325726483562277	-0.013257264835623063	CIC
CIITA	0.02236102957841457	-0.0223610295784146	CIITA
CIPC	-0.05223726539564056	0.052237265395640636	CIPC
CIRBP	0.023852694599319844	-0.02385269459931985	CIRBP
CITED2	0.01190529748945257	-0.011905297489452644	CITED2
CIZ1	0.017407953408773522	-0.017407953408773463	CIZ1
CKAP4	-0.009391986943273293	0.009391986943273336	CKAP4
CLASRP	-0.019216487114966627	0.019216487114966558	CLASRP
CLCN7	0.01694859584019143	-0.016948595840191313	CLCN7
CLEC7A	-0.008900364260604776	0.008900364260604811	CLEC7A
CLIC1	0.018794867240226148	-0.01879486724022616	CLIC1
CLINT1	-0.02194532268219376	0.021945322682193676	CLINT1
CLK1	-0.010513582399508151	0.010513582399508406	COLEC11
CLK3	0.020784273961427145	-0.020784273961427138	CLK3
CLPTM1	0.018333510642890842	-0.01833351064289089	CLPTM1
CLPTM1L	0.01456320751318756	-0.014563207513187624	CLPTM1L
CLSTN1	0.01857711190785513	-0.018577111907855052	CLSTN1
CLSTN3	0.01186588400634418	-0.011865884006344064	CLSTN3
CLTC	-0.016013418087916047	0.016013418087915926	CLTC
CLU	-0.04963552406575564	0.049635524065755665	CLU
CLUH	0.012637328200072831	-0.012637328200072871	CLUH
CMIP	-0.013468848420518605	0.013468848420518691	CMIP
CMTM3	-0.007929663094969317	0.007929663094969267	CMTM3
CNBP	-0.007268518176514909	0.0072685181765150455	CNBP
CNDP2	0.01304015532978555	-0.013040155329785507	CNDP2
CNN2	-0.007143268962036384	0.007143268962036212	CNN2
CNPPD1	0.015233949844343581	-0.015233949844343538	CNPPD1
CNPY3	-0.005418572923892104	0.0054185729238923255	CNPY3
CNTNAP1	-0.02004656586607351	0.020046565866073552	CNTNAP1
CNTRL	-0.04902841516891615	0.04902841516891622	CNTRL
COASY	0.014103713984234982	-0.014103713984234918	COASY
COL18A1	-0.055927369342119816	0.05592736934211981	COL18A1
COL6A2	-0.057255744022193564	0.057255744022193564	COL6A2
COLGALT1	-0.01700176018127121	0.017001760181271273	COLGALT1
COMMD8	-0.027560695902083182	0.02756069590208316	COMMD8
COMT	-0.015556584007579557	0.015556584007579866	COMT
COPA	-0.01101987560585072	0.011019875605850606	COPA
COPE	0.015140524397449484	-0.015140524397449596	COPE
COPG1	0.01804062006580975	-0.018040620065809764	COPG1
COPS3	-0.021594910553588243	0.02159491055358825	COPS3
COPS6	0.012090996286579794	-0.012090996286579937	COPS6
COQ4	0.014201528316980537	-0.014201528316980544	COQ4
COQ8A	0.013261491913985304	-0.013261491913985296	COQ8A
CORO1A	0.02712007558315161	-0.027120075583151437	CORO1A
CORO1B	-0.0021609042744273905	0.002160904274427404	CORO1B
CORO1C	0.011967693748530536	-0.011967693748530545	CORO1C
CORO7	-0.006624072558520771	0.006624072558520961	CORO7-PAM16
