rank	term	pvalue	zscore	combinedscore	overlapping_genes	adjusted_pvalue			link	library	category	direction	cluster
3	Neoplasm Metastasis	6.727223446999759e-10	1.8441111384312763	38.94705268319549	['SPARC', 'SERPINA1', 'CSF3R', 'WIPF1', 'ITGB2', 'ARHGAP1', 'ATP2A3', 'YBX1', 'MED15', 'CTSS', 'YY1', 'PREX1', 'ZFP36', 'CAPNS1', 'TMSB4X', 'MMP28', 'RACK1', 'RAC2', 'FLOT1', 'RPLP2', 'SH3BGRL3', 'SPTAN1', 'SRRM2', 'SRGN', 'DBNL', 'GPX1', 'ANXA2', 'PRKCB', 'RPS5', 'HLA-C', 'HLA-A', 'TYK2', 'SDHA', 'RUNX3', 'DUSP6', 'RHOA', 'VAV1', 'TAPBP', 'DNM2', 'NISCH', 'EEF1A1', 'ILF3', 'VCAN', 'EWSR1', 'HCLS1', 'MYH9', 'TXNIP', 'EVL', 'TLN1', 'EZR', 'MYL9', 'ATF3', 'ATF4', 'LY6E', 'MACF1', 'CEBPB', 'CXCR4', 'CORO1A', 'PDLIM1', 'GRK2', 'PTK2B', 'STAT6', 'COX1', 'CSK', 'STAT5A', 'CD74', 'JUN', 'JUND', 'SEMA4D', 'NBEAL2', 'MYO9B', 'LILRB2', 'SUPT5H', 'TPD52L2', 'DEF6', 'NFKBIA', 'PER1', 'CD4', 'PIKFYVE', 'APEX1', 'HNRNPA2B1', 'ZYX', 'FOSB', 'GRB2', 'PTPN6', 'UBA1', 'PKN1', 'P4HB', 'HLA-DRB1', 'TPT1']	2.203838401237121e-06	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	DisGeNET	Diseases	up	Cluster 0
4	Malignant neoplasm of breast	1.5871807207935441e-09	1.6846173773050255	34.13254906085461	['SPARC', 'RPL31', 'WIPF1', 'YY1', 'PREX1', 'ZFP36', 'CCND3', 'CAPNS1', 'FTH1', 'CCNL2', 'VPS39', 'SRRM2', 'RPS7', 'RPS8', 'HLA-C', 'HLA-A', 'SDHA', 'RUNX3', 'NISCH', 'EEF1A1', 'ILF3', 'ACAP1', 'DOK7', 'TXNIP', 'TAGLN2', 'TLN1', 'EZR', 'ATF3', 'ND5', 'ATF4', 'MACF1', 'ANKRD11', 'CORO1A', 'GRK2', 'MICAL1', 'UBC', 'COX1', 'NLRP1', 'STAT5A', 'XRCC6', 'JUN', 'JUND', 'NONO', 'HOOK3', 'PRRC2A', 'NR4A2', 'NFKBIA', 'GNAS', 'GRB2', 'HLA-DRB1', 'CIITA', 'SERPINA1', 'HSP90AB1', 'RPLP0', 'ITGB2', 'ARHGAP1', 'ATP2A3', 'LSP1', 'YBX1', 'YBX3', 'LIMD2', 'VPS72', 'RACK1', 'RAC2', 'FLOT1', 'SPTAN1', 'SRGN', 'GPX1', 'ANXA2', 'RPL13A', 'TYK2', 'DUSP6', 'RHOA', 'VAV1', 'DNM2', 'VCAN', 'SARS2', 'OAS3', 'MYH9', 'ARHGEF1', 'EVL', 'PABPC1', 'CEBPB', 'NLRC5', 'CXCR4', 'SPG7', 'PDLIM1', 'RPS3', 'PTK2B', 'STAT6', 'ASCC2', 'CSK', 'HNRNPA1', 'CD74', 'SEMA4D', 'STAT2', 'NFYC', 'DEF6', 'PER1', 'APEX1', 'HNRNPA2B1', 'ZYX', 'FOSB', 'PTPN6', 'P4HB', 'TPT1']	3.899703030989738e-06	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	DisGeNET	Diseases	up	Cluster 0
5	Rheumatoid Arthritis	1.6259456270616637e-09	2.366257172717055	47.88636349513076	['FCN1', 'CIITA', 'SERPINA1', 'ITGB2', 'LSP1', 'ITGAL', 'CTSS', 'IL27RA', 'ZFP36', 'CCND3', 'RAC2', 'TSC22D3', 'HLA-C', 'HLA-A', 'TYK2', 'DUSP6', 'TAPBP', 'ILF3', 'TRAF5', 'HCLS1', 'TXNIP', 'ND1', 'WDFY4', 'CEBPB', 'CXCR4', 'OAZ1', 'BAG6', 'GRK2', 'INPP5D', 'PTK2B', 'STAT6', 'COX1', 'CSK', 'NLRP1', 'STAT5A', 'JUN', 'JUND', 'GADD45B', 'SEMA4D', 'IL10RA', 'MYO9B', 'LILRB2', 'PRRC2A', 'NR4A2', 'NFKBIA', 'CD4', 'HNRNPA2B1', 'FOSB', 'HLA-DRA', 'PTPN6', 'PKN1', 'P4HB', 'HLA-DRB1', 'TPT1']	3.1959587245524063e-06	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	DisGeNET	Diseases	up	Cluster 0
1	MP:0002444 abnormal T cell physiology	5.960314138032131e-10	8.92458723784025	189.56472773341088	['CIITA', 'DBNL', 'WIPF1', 'ITGB2', 'NLRC5', 'TYK2', 'CORO1A', 'CTSS', 'VAV1', 'STK10', 'INPP5D', 'TAGLN2', 'PTPN6', 'MYO1G']	3.135721268018704e-06	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	Cluster 0
2	MP:0005095 decreased T cell proliferation	1.327093012902176e-09	7.625438462711607	155.8660591080994	['CD74', 'CIITA', 'DBNL', 'WIPF1', 'ITGB2', 'ITGAL', 'CORO1A', 'VAV1', 'CCDC88B', 'NFKBIA', 'CCND3', 'CD4', 'RAC2', 'HCLS1', 'STAT6']	3.490918170439174e-06	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	Cluster 0
3	MP:0005017 decreased B cell number	9.442059754958792e-08	5.182018396165306	83.82177273333157	['CD74', 'XRCC6', 'WIPF1', 'PRKCB', 'ITGB2', 'CXCR4', 'ITGAL', 'CORO1A', 'NFKBIA', 'ARHGAP30', 'INPP5D', 'RAC2', 'HCLS1', 'ARHGEF1', 'PTPN6', 'MYO1G']	0.0001655822545694607	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	Cluster 0
4	MP:0001806 decreased IgM level	1.1706394055094381e-07	8.10581776647876	129.37327368991004	['CD74', 'XRCC6', 'CD4', 'DBNL', 'PRKCB', 'TRAF5', 'RAC2', 'ARHGEF1', 'STAT6', 'PTPN6', 'CTSS']	0.00015396834780962885	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	Cluster 0
5	MP:0008079 decreased CD8-positive, alpha-beta T cell number	1.27931812682217e-07	5.887424041716605	93.44383102985702	['STAT2', 'ITGB2', 'NLRC5', 'ITGAL', 'CORO1A', 'VAV1', 'TAPBP', 'CCDC88B', 'NFKBIA', 'ARHGAP30', 'INPP5D', 'RAC2', 'TXNIP', 'ARHGEF1']	0.00013460985330422873	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	Cluster 0
1	Spontaneous hematomas (HP:0007420)	6.363457904886684e-06	18.254837531945967	218.41801081826068	['WIPF1', 'COX1', 'ND1', 'ND5', 'ND4']	0.011320591612793411	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Phenotype_Ontology	Phenotypes	up	Cluster 0
2	Hyperthyroidism (HP:0000836)	1.0063991753569878e-05	16.73360107095047	192.54596180397235	['GNAS', 'COX1', 'ND1', 'ND5', 'ND4']	0.008951920664800406	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Phenotype_Ontology	Phenotypes	up	Cluster 0
3	Hepatosplenomegaly (HP:0001433)	1.2452713570668356e-05	16.06425702811245	181.42284339468975	['CTSA', 'RNASEH2A', 'CSF3R', 'TALDO1', 'UNC13D']	0.007384459147406336	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Phenotype_Ontology	Phenotypes	up	Cluster 0
4	Inflammation of the large intestine (HP:0002037)	9.712150255716129e-05	16.06425702811245	148.42647003425392	['CIITA', 'WIPF1', 'IL10RA', 'HPS1']	0.04319478826229748	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Phenotype_Ontology	Phenotypes	up	Cluster 0
5	Gastrointestinal inflammation (HP:0004386)	0.00011880496168462752	15.299292407726142	138.27542378100205	['CIITA', 'WIPF1', 'IL10RA', 'HPS1']	0.04227080536739047	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Phenotype_Ontology	Phenotypes	up	Cluster 0
1	CD14+ Monocytes	2.987858871044116e-09	4.613755282225508	90.56205892174306	['FCN1', 'IL10RA', 'ANKRD11', 'HPS1', 'RNASE6', 'TALDO1', 'MYO9B', 'LILRB2', 'LSP1', 'NADSYN1', 'DUSP6', 'CTSS', 'IL27RA', 'CD4', 'VCAN', 'SHKBP1', 'EFHD2', 'PTK2B', 'RIN3', 'STAT6', 'SH3BGRL3', 'TLN1']	2.5098014516770573e-07	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Gene_Atlas	Cell Type	up	Cluster 0
2	CD33+ Myeloid	7.760132059931165e-09	3.4305114419385943	64.06228484613541	['FCN1', 'ITGB2', 'CTSS', 'IL27RA', 'ZFP36', 'FTH1', 'NLRP1', 'CTSA', 'SRGN', 'JUN', 'JUND', 'RNASE6', 'SSU72', 'NBEAL2', 'MYO9B', 'LILRB2', 'TYK2', 'DUSP6', 'NR4A2', 'NFKBIA', 'VCAN', 'ARHGAP30', 'SHKBP1', 'OAS3', 'FOSB', 'HCLS1', 'GRB2', 'SF1', 'MYO1G']	3.259255465171089e-07	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Gene_Atlas	Cell Type	up	Cluster 0
3	CD4+ Tcells	1.4581690028346987e-08	3.7674148752608936	67.97734729887912	['DENND1C', 'MACF1', 'WIPF1', 'ANKRD11', 'CXCR4', 'CHD3', 'RASGRP2', 'STK10', 'SPOCK2', 'CCNL2', 'NLRP1', 'HNRNPA1', 'VPS39', 'CYTH1', 'TSC22D3', 'TMC8', 'ANXA11', 'TMC6', 'DEF6', 'ACAP1', 'TRAF5', 'TXNIP', 'ARHGEF1', 'EVL', 'SF1']	4.082873207937156e-07	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Gene_Atlas	Cell Type	up	Cluster 0
4	CD56+ NKCells	2.5057751873993506e-07	2.990686148850722	45.45692666740086	['MACF1', 'AKNA', 'WIPF1', 'CCDC69', 'ITGB2', 'ITGAL', 'ADD1', 'IL27RA', 'RIC8A', 'PREX1', 'STK10', 'CCND3', 'INPP5D', 'RAC2', 'EFHD2', 'CYTH1', 'GBP5', 'SUN2', 'SEMA4D', 'IL10RA', 'AP3D1', 'RUNX3', 'UNC13D', 'TOX4', 'ARHGAP30', 'TXNIP', 'RIN3', 'MYO1G']	5.262127893538636e-06	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Gene_Atlas	Cell Type	up	Cluster 0
5	CD8+ Tcells	5.727722420588636e-07	3.202177480686867	46.02418503003472	['DENND1C', 'GBP5', 'RPL3', 'SEMA4D', 'WIPF1', 'ANKRD11', 'CXCR4', 'SPG7', 'TMC6', 'CHD3', 'RASGRP2', 'ITGAL', 'MED15', 'DEF6', 'STK10', 'ACAP1', 'SPOCK2', 'TRAF5', 'ARHGEF1', 'EVL', 'CCNL2', 'NLRP1', 'HNRNPA1', 'CYTH1']	9.62257366658891e-06	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Human_Gene_Atlas	Cell Type	up	Cluster 0
1	spleen	4.24260866563254e-09	9.63855421686747	185.8128916198903	['DENND1C', 'MACF1', 'CD74', 'ACAP1', 'AKNA', 'ARHGAP30', 'ACIN1', 'ARHGEF1', 'EVL', 'RASGRP2', 'ITGAL', 'LY6E']	4.0729043190072384e-07	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Mouse_Gene_Atlas	Cell Type	up	Cluster 0
2	follicular B-cells	4.0412514082947074e-08	3.4632726594603955	58.95919132327499	['DENND1C', 'MACF1', 'SF3B2', 'CIITA', 'AKNA', 'WIPF1', 'CXCR4', 'RASGRP2', 'CORO1A', 'LIMD2', 'SNRNP70', 'CSK', 'CYTH1', 'FCRL1', 'CD74', 'TMC8', 'TRPC4AP', 'OXA1L', 'PIKFYVE', 'ACAP1', 'TRAF5', 'RIN3', 'ARHGEF1', 'PTPN6', 'EVL', 'LY6E']	1.9398006759814597e-06	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Mouse_Gene_Atlas	Cell Type	up	Cluster 0
3	mast cells	0.0007712149382277667	2.4954185674737785	17.886020995196425	['STAT5A', 'SRGN', 'WIPF1', 'IL10RA', 'HPS1', 'LAPTM5', 'ATP2A3', 'ANXA11', 'NBEAL2', 'RUNX3', 'UNC13D', 'INPP5D', 'RAC2', 'NUCB1', 'RIN3', 'VPS39']	0.024678878023288536	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Mouse_Gene_Atlas	Cell Type	up	Cluster 0
4	lymph nodes	0.026065766024897345	3.5698348951361	13.019660766337969	['CD74', 'CD4', 'ARHGEF1', 'ITGAL']	0.6255783845975362	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Mouse_Gene_Atlas	Cell Type	up	Cluster 0
5	thymocyte SP CD4+	0.04195618779149442	2.374028132233367	7.528350294920019	['OXA1L', 'CCND3', 'MYH9', 'ARHGEF1', 'SDHA', 'TUFM']	0.8055588055966929	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	Mouse_Gene_Atlas	Cell Type	up	Cluster 0
1	CD34+ CELL	3.2795483807685436e-31	3.468103848901652	243.43464413331884	['RPL30', 'RPL3', 'CSF3R', 'RPL31', 'WIPF1', 'RPL10A', 'RPL9', 'RPS15', 'CCND3', 'RPS16', 'RPL18A', 'FTH1', 'RPS13', 'RPL21', 'RPS7', 'PRKCB', 'RPS8', 'TPM3', 'RPS5', 'CIRBP', 'HLA-C', 'TALDO1', 'HLA-A', 'SDHA', 'UNC13D', 'TUFM', 'ARHGAP45', 'EEF1A1', 'ILF3', 'ACAP1', 'EWSR1', 'TXNIP', 'RIN3', 'TAGLN2', 'RPL28', 'SF1', 'LY6E', 'RASGRP2', 'OAZ1', 'CORO1A', 'UBE2J1', 'GRK2', 'INPP5D', 'STAT5A', 'JUND', 'NONO', 'HPS1', 'NFKBIA', 'ARHGAP30', 'RPL27A', 'HLA-DRA', 'RNPS1', 'RPS20', 'HLA-DRB1', 'CIITA', 'HSP90AB1', 'RPLP0', 'ITGB2', 'ATP2A3', 'LSP1', 'YBX1', 'YBX3', 'LIMD2', 'CAPZB', 'SNRNP70', 'MMP28', 'RACK1', 'RAC2', 'RPLP2', 'SH3BGRL3', 'SRGN', 'TMED9', 'GPX1', 'TSC22D3', 'TMC8', 'RPL13A', 'KCNAB2', 'RHOA', 'TAPBP', 'HCLS1', 'ARHGEF1', 'PABPC1', 'SLC25A6', 'CXCR4', 'RPS3', 'PTK2B', 'RPL15', 'HNRNPA1', 'CD74', 'LAPTM5', 'DEF6', 'SHKBP1', 'APEX1', 'HNRNPA2B1', 'ZYX', 'PTPN6', 'FAU', 'P4HB', 'TPT1', 'MYO1G']	3.541912251230027e-29	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	ARCHS4_Tissues	Cell Type	up	Cluster 0
2	CORD BLOOD	3.8047224457461596e-21	2.9478882715664043	138.60394019084967	['DENND1C', 'RPL30', 'RPL3', 'CSF3R', 'RPL31', 'RPLP0', 'ITGB2', 'LSP1', 'YBX1', 'RPL10A', 'ITGAL', 'RPL9', 'CTSS', 'LIMD2', 'ACTG1', 'RPS15', 'ZFP36', 'CCND3', 'RPS16', 'RPL18A', 'FTH1', 'RACK1', 'RAC2', 'RPLP2', 'SH3BGRL3', 'RPS13', 'SRGN', 'GPX1', 'RPL21', 'ANXA2', 'RPS7', 'PRKCB', 'RPS8', 'TPM3', 'TSC22D3', 'RPS5', 'RNASE6', 'HLA-C', 'TALDO1', 'TMC8', 'RPL13A', 'HLA-A', 'KCNAB2', 'RUNX3', 'ARHGAP45', 'EEF1A1', 'POLR1D', 'HCLS1', 'ODF3B', 'RIN3', 'TAGLN2', 'PABPC1', 'RPL28', 'WDFY4', 'SF1', 'CXCR4', 'RASGRP2', 'OAZ1', 'CORO1A', 'GRK2', 'INPP5D', 'PTK2B', 'CSK', 'RPL15', 'HNRNPA1', 'CD74', 'IL10RA', 'LAPTM5', 'LILRB2', 'DEF6', 'NR4A2', 'NFKBIA', 'PER1', 'CD4', 'ARHGAP30', 'RPL27A', 'ZYX', 'FOSB', 'HLA-DRA', 'RPS20', 'PTPN6', 'FAU', 'HLA-DRB1', 'TPT1', 'MYO1G']	2.0545501207029263e-19	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	ARCHS4_Tissues	Cell Type	up	Cluster 0
3	BONE MARROW (BULK TISSUE)	2.424167232669123e-19	2.8438451560993543	121.89752288172124	['RPL30', 'CIITA', 'RPL3', 'CSF3R', 'HSP90AB1', 'RPL31', 'WIPF1', 'RPLP0', 'ATP2A3', 'LSP1', 'RPL10A', 'RPL9', 'YBX3', 'LIMD2', 'RPS15', 'RPS16', 'RPL18A', 'FTH1', 'TMSB4X', 'RACK1', 'RAC2', 'RPLP2', 'SH3BGRL3', 'RPS13', 'SRGN', 'GPX1', 'RPL21', 'RPS7', 'PRKCB', 'RPS8', 'TPM3', 'TSC22D3', 'RPS5', 'CIRBP', 'HLA-C', 'TALDO1', 'TMC8', 'RPL13A', 'HLA-A', 'KCNAB2', 'SDHA', 'UNC13D', 'TAPBP', 'EEF1A1', 'ACAP1', 'EWSR1', 'HCLS1', 'TXNIP', 'RIN3', 'TAGLN2', 'PABPC1', 'RPL28', 'LY6E', 'SLC25A6', 'CXCR4', 'RASGRP2', 'OAZ1', 'CORO1A', 'INPP5D', 'RPS3', 'RPL15', 'HNRNPA1', 'STAT5A', 'CD74', 'XRCC6', 'NONO', 'LAPTM5', 'RFLNB', 'DEF6', 'NFKBIA', 'RPL27A', 'SHKBP1', 'APEX1', 'FOSB', 'HLA-DRA', 'RNPS1', 'RPS20', 'PTPN6', 'FAU', 'HLA-DRB1', 'TPT1', 'MYO1G']	8.727002037608844e-18	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=a3ac9d8cfbc26b96297cb505fb0769ab	ARCHS4_Tissues	Cell Type	up	Cluster 0
